id,question,answer
179,lsp-medialive-conductor Handle multiple channel records valid for simulcast or events?,"Given a livestream created message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200 for channel_arn
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200 for channel_arn
And Medialive schedule endpoint exists and will respond with HTTP ""200"" for arn ""arn:aws:medialive:eu-west-1:038610054328:channel:3887246""
And Medialive schedule endpoint exists and will respond with HTTP ""200"" for arn ""arn:aws:medialive:eu-west-1:038610054328:channel:3887247""
And Medialive start channel endpoint exists and will respond with HTTP ""200"" for channel_arn
And Medialive start channel endpoint exists and will respond with HTTP ""200"" for channel_arn
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-created.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And a 'PUT' request is sent to the Medialive '/prod/channels/3887246/schedule' endpoint
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
And a 'POST' request is sent to the Medialive '/prod/channels/3887246/start' endpoint
And an ispy event 'lsp-medialive-conductor.channel.starting' is emitted with the received attributes for arn 'arn:aws:medialive:eu-west-1:038610054328:channel:3887246'
And an ispy event 'lsp-medialive-conductor.channel.starting' is emitted with the received attributes for arn 'arn:aws:medialive:eu-west-1:038610054328:channel:3887247'
And a 'PUT' to the '/channels' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel.state.updated' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.channel.state.updated' is emitted with the received attributes


"
180,lsp-medialive-conductor Handle any type of schedule creation 4xx response from Medialive.?,"We're expecting no retries and msg in fail q. Customer is sent notification
Given a livestream created message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive schedule endpoint exists and will respond with HTTP ""400""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-created.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And a 'PUT' request is sent to the Medialive '/prod/channels/3887246/schedule' endpoint
And an ispy event 'lsp-medialive-conductor.medialive.schedule-creation-failed' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""SCHEDULE_CREATION_FAILED_IN_MEDIALIVE"" and statement ""livestreamCreatedFailed""
And an ispy event 'lsp-medialive-conductor.medialive.schedule-creation-failed.notification' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.medialive.channel-update' is emitted with the received attributes
And the message is sent to the fail queue


"
181,lsp-medialive-conductor Handle any type of schedule creation 5xx response from Medialive?,"Given a livestream created message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive schedule endpoint exists and will respond with HTTP ""500""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-created.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.medialive.schedule-creation-failed' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""SCHEDULE_CREATION_FAILED_IN_MEDIALIVE"" and statement ""livestreamCreatedFailed""
And an ispy event 'lsp-medialive-conductor.medialive.schedule-creation-failed.notification' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.medialive.channel-update' is emitted with the received attributes

"
182,lsp-medialive-conductor Conductor receives a message that a livestream has been created?,"Given a livestream created message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive schedule endpoint exists and will respond with HTTP ""200""
And Medialive start channel endpoint exists and will respond with HTTP ""400""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-created.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And a 'PUT' request is sent to the Medialive '/prod/channels/3887246/schedule' endpoint
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
Then a 'POST' request is sent to the Medialive '/prod/channels/3887246/start' endpoint
And an ispy event 'lsp-medialive-conductor.channel.channel-start-failed' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""START_CHANNEL_FAILED_IN_MEDIALIVE"" and statement ""livestreamCreatedFailed""
And an ispy event 'lsp-medialive-conductor.channel.channel-start-failed.notification' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.medialive.channel-update' is emitted with the received attributes
And the message is sent to the fail queue

"
183,lsp-medialive-conductor Conductor sends a message to the encoding output topic when getting 4xx on getting channel?,"Given a livestream created message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""400"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-created.received' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.channel-retrieve-failed' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_CHANNEL_FAILED"" and statement ""livestreamCreatedFailed""
And an ispy event 'lsp-medialive-conductor.channel-retrieve-failed.notification' is emitted with the received attributes
And the message is sent to the fail queue

"
184,lsp-medialive-conductor Conductor sends a message to the encoding output topic when no channel returned?,"Given a livestream created message
And MediaLive State API ""/channels"" ""GET"" endpoint returns empty HTTP ""200""
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-created.received' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.channel-record-notfound' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_CHANNEL_FAILED"" and statement ""livestreamCreatedFailed""
And an ispy event 'lsp-medialive-conductor.channel-record-notfound.notification' is emitted with the received attributes
And the message is sent to the fail queue

"
185,lsp-medialive-conductor Conductor sends a message to the encoding output topic when getting 4xx on getting inputs?,"Given a livestream created message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 400
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-created.received' is emitted
And an ispy event 'lsp-medialive-conductor.inputs-retrieve-failed' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_INPUT_FAILED"" and statement ""livestreamCreatedFailed""
And an ispy event 'lsp-medialive-conductor.inputs-retrieve-failed.notification' is emitted
And the message is sent to the fail queue
"
186,lsp-medialive-conductor Conductor receives a message that a livestream has been deleted?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""200"" with
And the AWS EC2 api will respond to a ""release"" Elastic IP request
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert.db-deleted' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint
And a 'ReleaseAddress' request is sent to AWS EC2 api
And an ispy event 'lsp-medialive-conductor.eip.released' is emitted

"
187,lsp-medialive-conductor Conductor should handle a livestream deleted message with leg id?,"Given a livestream deleted message with leg id
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""200"" with
And the AWS EC2 api will respond to a ""release"" Elastic IP request
And MediaLive State API ""/channels"" ""DELETE"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert.db-deleted' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint
And a 'ReleaseAddress' request is sent to AWS EC2 api
And an ispy event 'lsp-medialive-conductor.eip.released' is emitted
And a 'DELETE' to the '/channels' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel.channel-state-deleted' is emitted with the received attributes

"
188,lsp-medialive-conductor receive 404 from Medialive when deleting an input and continue as it would have been success?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP 404 for all inputs
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.medialive.input.already-deleted' is emitted with the received attributes

"
189,lsp-medialive-conductor receive 4XX when deleting an input?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
And Medialive delete input endpoint exists and will respond with HTTP ""400""
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And an ispy event 'lsp-medialive-conductor.medialive.input-delete-failed.notification' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""DELETE_INPUT_FAILED_IN_MEDIALIVE"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.medialive.channel-update' is emitted with the received attributes
And the message is sent to the fail queue

"
190,lsp-medialive-conductor receive 5XX when deleting an input?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""500""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And an ispy event 'lsp-medialive-conductor.medialive.input-delete-failed.notification' is emitted with the received attributes
And a 'PUT' to the '/channels' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.medialive.channel-update' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""DELETE_INPUT_FAILED_IN_MEDIALIVE"" and statement ""livestreamDeletedFailed""

"
191,lsp-medialive-conductor Get state API endpoints fails with 404?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 404
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted
And an ispy event 'lsp-medialive-conductor.inputs-record-notfound' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_INPUT_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.inputs-record-notfound.notification' is emitted
And the message is sent to the fail queue

"
192,lsp-medialive-conductor Get state API endpoints fails with 5xx?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 500
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted
And an ispy event 'lsp-medialive-conductor.inputs-retrieve-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_INPUT_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.inputs-retrieve-failed.notification' is emitted

"
193,lsp-medialive-conductor delete input state api endpoint fails with 4xx?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 400
And Medialive delete input endpoint exists and will respond with HTTP ""200""
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted
And an ispy event 'lsp-medialive-conductor.input-db-delete-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""INPUT_DELETION_FROM_DB_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.input-db-delete-failed.notification' is emitted
And the message is sent to the fail queue

"
194,lsp-medialive-conductor delete input state api endpoint fails with 5xx?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 500
And Medialive delete input endpoint exists and will respond with HTTP ""200""
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted
And an ispy event 'lsp-medialive-conductor.input-db-delete-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""INPUT_DELETION_FROM_DB_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.input-db-delete-failed.notification' is emitted

"
195,lsp-medialive-conductor Delete workflow continues as normal after no alert records are found to delete?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel-alert.nothing-to-delete' is emitted
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint

"
196,lsp-medialive-conductor Delete workflow continues as normal after GET channel alerts returns a 4xx error?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""400"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel-alert-retrieve-failed' is emitted
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint

"
197,lsp-medialive-conductor Delete workflow continues as normal after DELETE channel alerts returns a 4xx error?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""400"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert-delete-failed' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint

"
198,lsp-medialive-conductor Message is sent to fail queue after AWS EC2 api returns 4xx error when trying to release an elastic IP?,"Given a livestream deleted message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And the AWS EC2 api will respond to a ""release"" Elastic IP request
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert.db-deleted' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'ReleaseAddress' request is sent to AWS EC2 api
And an ispy event 'lsp-medialive-conductor.eip.release-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""EIP_RELEASE_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.eip.release-failed.notification' is emitted
And the message is sent to the fail queue

"
199,lsp-medialive-conductor AWS EC2 api returns 404 error when trying to release an elastic IP?,"Given a livestream deleted message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And the AWS EC2 api will respond to a ""release"" Elastic IP request
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert.db-deleted' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'ReleaseAddress' request is sent to AWS EC2 api
And an ispy event 'lsp-medialive-conductor.eip.not-found' is emitted

"
200,lsp-medialive-conductor Message is sent to DLQ after after AWS EC2 api returns 5xx error when trying to release an elastic IP?,"Given a livestream deleted message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And the AWS EC2 api will respond to a ""release"" Elastic IP request
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert.db-deleted' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'ReleaseAddress' request is sent to AWS EC2 api
And an ispy event 'lsp-medialive-conductor.eip.release-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""EIP_RELEASE_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.eip.release-failed.notification' is emitted

"
201,lsp-medialive-conductor Message is sent to fail queue after State Api /livestreams returns 4xx error when retrieving a livestream record?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""400"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.livestream-retrieve-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_LIVESTREAM_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.livestream-retrieve-failed.notification' is emitted
And the message is sent to the fail queue

"
202,lsp-medialive-conductor Message is sent to DLQ after State Api /livestreams returns 5xx error when retrieving a livestream record?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""500"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.livestream-retrieve-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_LIVESTREAM_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.livestream-retrieve-failed.notification' is emitted

"
203,lsp-medialive-conductor State Api /livestreams returns 404 error when retrieving a livestream record?,"Given a livestream deleted message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.livestream-record-notfound' is emitted
And a failure notification is sent to the encoding output topic with error class ""RETRIEVE_LIVESTREAM_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.livestream-record-notfound.notification' is emitted
And the message is sent to the fail queue

"
204,lsp-medialive-conductor Conductor should handle a livestream deleted message with leg id?,"Given a livestream deleted message with leg id
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channelalerts"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive State API gateway /inputs delete endpoint exists and will respond with HTTP 200
And Medialive delete input endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channelalerts"" ""DELETE"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And the AWS EC2 api will respond to a ""release"" Elastic IP request
And MediaLive State API ""/channels"" ""DELETE"" endpoint returns HTTP ""400"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.livestream-deleted.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/channelalerts' API gateway endpoint
And it sends a 'DELETE' to the '/channelalerts' API gateway endpoint for all received alerts
And an ispy event 'lsp-medialive-conductor.channel-alert.db-deleted' is emitted with the received attributes
And for each Input Record the following Ispys are emitted:
And a 'DELETE' request is sent to the Medialive '/prod/inputs/inputId' endpoint
And for each input record a DELETE request is sent to the State API '/inputs' endpoint
And a 'ReleaseAddress' request is sent to AWS EC2 api
And an ispy event 'lsp-medialive-conductor.eip.released' is emitted
And a 'DELETE' to the '/channels' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.medialive.channel-db-delete-failed' is emitted with the received attributes
And a failure notification is sent to the encoding output topic with error class ""CHANNEL_DELETION_FROM_DB_FAILED"" and statement ""livestreamDeletedFailed""
And an ispy event 'lsp-medialive-conductor.medialive.channel-db-delete-failed.notification' is emitted with the received attributes
And the message is sent to the fail queue

"
